Transaction ID,Date,Product Category,Subcategory,Product Name,Brand Name,Units Sold,Unit Price,Discount (%),Discounted Price,Total Revenue,GST_Percentage,GST_Amount,Total_Revenue_Incl_GST,Current Stock,Stock_Status,Rating,Returns,Customer Type,Region,Payment Method
TXN100009,2025-02-22,Laptop Accessories,Keyboard,HP Keyboard 520,HP,10,90296,5,85781.2,857812.0,18,154406.16,1012218.16,100,In Stock,5.0,0,New,Main Market - Rohit Electronics,Cash
TXN100010,2025-02-22,Mobiles,Smartphones,Xiaomi Smartphones 921,Xiaomi,1,10005,15,8504.25,8504.25,18,1530.76,10035.01,32,In Stock,4.6,0,New,Main Market - Rohit Electronics,UPI
TXN100011,2025-02-22,Mobile Accessories,Earphones,Mi Earphones 610,Mi,15,1009,5,958.55,14378.25,18,2588.09,16966.33,48,In Stock,4.3,0,New,Main Market - Rohit Electronics,UPI
TXN100012,2025-02-22,Mobile Accessories,Earphones,Realme Earphones 789,Realme,2,10318,5,9802.1,19604.2,18,3528.76,23132.96,79,In Stock,4.2,0,Returning,Main Market - Rohit Electronics,UPI
TXN100013,2025-02-22,Mobile Accessories,Earphones,Boat Earphones 348,Boat,15,1359,10,1223.1,18346.5,18,3302.37,21648.87,16,Low Stock,3.4,0,Returning,Main Market - Rohit Electronics,Cash
TXN100014,2025-02-22,Mobiles,Feature Phones,Jio Feature Phones 184,Jio,4,2788,0,2788.0,11152.0,12,1338.24,12490.24,49,In Stock,3.2,1,Returning,Main Market - Rohit Electronics,Cash
TXN100015,2025-02-22,Mobile Accessories,Screen Protectors,Samsung Screen Protectors 987,Samsung,14,22773,0,22773.0,318822.0,18,57387.96,376209.96,100,In Stock,3.1,0,Returning,Main Market - Rohit Electronics,Card
TXN100016,2025-02-22,Laptops,Business,Dell Business 986,Dell,1,78821,0,78821.0,78821.0,18,14187.78,93008.78,48,In Stock,3.3,0,Returning,Main Market - Rohit Electronics,Card
TXN100017,2025-02-22,Mobiles,Smartphones,Nothing Smartphones 211,Nothing,3,32911,5,31265.45,93796.35,18,16883.34,110679.69,64,In Stock,3.8,0,Returning,Main Market - Rohit Electronics,UPI
TXN100018,2025-02-22,Laptops,Business,Lenovo Business 951,Lenovo,1,74150,5,70442.5,70442.5,18,12679.65,83122.15,4,Low Stock,3.2,0,Returning,Main Market - Rohit Electronics,Cash
TXN100019,2025-02-22,Laptops,Gaming,ASUS Gaming 883,ASUS,3,95471,10,85923.9,257771.7,18,46398.91,304170.61,32,In Stock,4.0,0,New,Main Market - Rohit Electronics,UPI
TXN100020,2025-02-22,Laptops,Gaming,ASUS Gaming 192,ASUS,1,148624,0,148624.0,148624.0,18,26752.32,175376.32,59,In Stock,4.3,0,New,Main Market - Rohit Electronics,Card
TXN100021,2025-02-22,Laptops,Gaming,HP Gaming 193,HP,2,94563,0,94563.0,189126.0,18,34042.68,223168.68,51,In Stock,4.1,1,New,Main Market - Rohit Electronics,UPI
TXN100022,2025-02-22,Mobiles,Smartphones,Apple Smartphones 868,Apple,5,114896,5,109151.2,545756.0,18,98236.08,643992.08,97,In Stock,4.9,1,New,Main Market - Rohit Electronics,UPI
TXN100023,2025-02-22,Laptop Accessories,Mouse,Logitech Mouse 289,Logitech,4,808,20,646.4,2585.6,18,465.41,3051.01,3,Low Stock,4.0,0,Returning,Main Market - Rohit Electronics,Cash
TXN100024,2025-02-22,Laptops,Student,HP Student 113,HP,2,79452,0,79452.0,158904.0,18,28602.72,187506.72,81,In Stock,4.3,0,Returning,Main Market - Rohit Electronics,Card
TXN100025,2025-02-22,Mobiles,Feature Phones,Jio Feature Phones 735,Jio,2,1802,0,1802.0,3604.0,12,432.48,4036.48,44,In Stock,2.8,0,Returning,Main Market - Rohit Electronics,Card
TXN100026,2025-02-22,Mobiles,Smartphones,Vivo Smartphones 754,Vivo,5,12699,0,12699.0,63495.0,18,11429.1,74924.1,37,In Stock,3.1,0,Returning,Main Market - Rohit Electronics,UPI
TXN100027,2025-02-22,Mobiles,Smartphones,Realme Smartphones 299,Realme,2,19844,0,19844.0,39688.0,18,7143.84,46831.84,27,Low Stock,4.0,0,New,Main Market - Rohit Electronics,Cash
TXN100028,2025-02-22,Laptop Accessories,Bags,Dell Bags 445,Dell,7,40029,0,40029.0,280203.0,18,50436.54,330639.54,4,Low Stock,4.2,0,Returning,Main Market - Rohit Electronics,Cash
TXN100029,2025-02-22,Laptop Accessories,Mouse,Dell Mouse 745,Dell,1,85988,10,77389.2,77389.2,18,13930.06,91319.26,30,Low Stock,3.7,0,Returning,Main Market - Rohit Electronics,Card
TXN100030,2025-02-22,Mobiles,Smartphones,Apple Smartphones 864,Apple,2,92952,10,83656.8,167313.6,18,30116.45,197430.05,2,Low Stock,4.8,1,New,Main Market - Rohit Electronics,Card
TXN100031,2025-02-22,Laptops,Business,HP Business 507,HP,5,41584,10,37425.6,187128.0,18,33683.04,220811.04,97,In Stock,2.6,0,Returning,Main Market - Rohit Electronics,Cash
TXN100032,2025-02-22,Mobile Accessories,Earphones,Boat Earphones 279,Boat,13,947,0,947.0,12311.0,18,2215.98,14526.98,43,In Stock,3.4,0,New,Main Market - Rohit Electronics,UPI
TXN100033,2025-02-22,Mobiles,Feature Phones,Jio Feature Phones 534,Jio,5,2319,15,1971.15,9855.75,12,1182.69,11038.44,79,In Stock,3.0,0,Returning,Main Market - Rohit Electronics,UPI
TXN100034,2025-02-22,Mobiles,Smartphones,Samsung Smartphones 411,Samsung,5,20324,10,18291.6,91458.0,18,16462.44,107920.44,57,In Stock,4.5,0,New,Main Market - Rohit Electronics,UPI
TXN100035,2025-02-22,Laptops,Business,Dell Business 317,Dell,2,77279,0,77279.0,154558.0,18,27820.44,182378.44,92,In Stock,2.8,0,Returning,Main Market - Rohit Electronics,UPI
TXN100036,2025-02-22,Mobiles,Smartphones,Vivo Smartphones 477,Vivo,5,17516,10,15764.4,78822.0,18,14187.96,93009.96,37,In Stock,3.2,0,New,Main Market - Rohit Electronics,Card
TXN100037,2025-02-22,Laptop Accessories,Bags,HP Bags 512,HP,13,85146,10,76631.4,996208.2,18,179317.48,1175525.68,73,In Stock,4.5,0,Returning,Main Market - Rohit Electronics,Card
TXN100038,2025-02-22,Laptop Accessories,Mouse,Dell Mouse 248,Dell,9,86349,0,86349.0,777141.0,18,139885.38,917026.38,49,In Stock,4.1,0,New,Main Market - Rohit Electronics,UPI
TXN100039,2025-02-22,Mobiles,Feature Phones,Jio Feature Phones 890,Jio,5,2817,0,2817.0,14085.0,12,1690.2,15775.2,79,In Stock,4.5,0,New,Main Market - Rohit Electronics,Cash
TXN100040,2025-02-22,Mobiles,Smartphones,Samsung Smartphones 401,Samsung,2,70873,20,56698.4,113396.8,18,20411.42,133808.22,51,In Stock,3.9,1,New,Main Market - Rohit Electronics,UPI
TXN100041,2025-02-22,Mobiles,Feature Phones,Jio Feature Phones 507,Jio,1,1936,10,1742.4,1742.4,12,209.09,1951.49,3,Low Stock,4.1,0,New,Main Market - Rohit Electronics,UPI
TXN100042,2025-02-22,Laptops,Student,HP Student 325,HP,3,77422,5,73550.9,220652.7,18,39717.49,260370.19,66,In Stock,2.8,0,New,Main Market - Rohit Electronics,UPI
TXN100043,2025-02-22,Mobiles,Feature Phones,Jio Feature Phones 779,Jio,1,1291,15,1097.35,1097.35,12,131.68,1229.03,72,In Stock,4.0,0,New,Main Market - Rohit Electronics,UPI
TXN100044,2025-02-22,Mobile Accessories,Earphones,Mi Earphones 776,Mi,5,691,10,621.9,3109.5,18,559.71,3669.21,48,In Stock,3.9,0,New,Main Market - Rohit Electronics,Cash
TXN100000,2025-02-23,Laptop Accessories,Cooling Pads,Logitech Cooling Pads 788,Logitech,14,1296,10,1166.4,16329.6,18,2939.33,19268.93,67,In Stock,3.3,0,New,Main Market - Rohit Electronics,UPI
TXN100001,2025-02-23,Laptops,Business,HP Business 654,HP,2,61536,5,58459.2,116918.4,18,21045.31,137963.71,98,In Stock,3.3,0,New,Main Market - Rohit Electronics,Cash
TXN100002,2025-02-23,Laptops,Business,Dell Business 101,Dell,1,78759,15,66945.15,66945.15,18,12050.13,78995.28,55,In Stock,4.0,1,Returning,Main Market - Rohit Electronics,Cash
TXN100003,2025-02-23,Mobiles,Smartphones,Realme Smartphones 615,Realme,2,9229,0,9229.0,18458.0,18,3322.44,21780.44,24,Low Stock,4.5,0,New,Main Market - Rohit Electronics,Cash
TXN100004,2025-02-23,Mobiles,Feature Phones,Jio Feature Phones 726,Jio,3,1164,0,1164.0,3492.0,12,419.04,3911.04,77,In Stock,2.7,0,New,Main Market - Rohit Electronics,UPI
TXN100005,2025-02-23,Laptop Accessories,Keyboard,HP Keyboard 992,HP,10,88106,5,83700.7,837007.0,18,150661.26,987668.26,80,In Stock,2.9,0,New,Main Market - Rohit Electronics,Card
TXN100006,2025-02-23,Mobile Accessories,Screen Protectors,Boat Screen Protectors 607,Boat,8,1406,5,1335.7,10685.6,18,1923.41,12609.01,50,In Stock,2.9,0,Returning,Main Market - Rohit Electronics,Cash
TXN100007,2025-02-23,Laptop Accessories,Cooling Pads,HP Cooling Pads 710,HP,3,75160,0,75160.0,225480.0,18,40586.4,266066.4,11,Low Stock,4.4,0,Returning,Main Market - Rohit Electronics,UPI
TXN100008,2025-02-23,Mobiles,Smartphones,Vivo Smartphones 816,Vivo,5,9094,10,8184.6,40923.0,18,7366.14,48289.14,33,In Stock,2.6,1,Returning,Main Market - Rohit Electronics,Cash
TXN100009,2025-02-23,Laptops,Gaming,ASUS Gaming 564,ASUS,2,81689,15,69435.65,138871.3,18,24996.83,163868.13,40,In Stock,3.4,1,New,Main Market - Rohit Electronics,UPI
TXN100010,2025-02-23,Laptop Accessories,Mouse,Zebronics Mouse 657,Zebronics,15,762,0,762.0,11430.0,18,2057.4,13487.4,26,Low Stock,4.6,0,New,Main Market - Rohit Electronics,Card
TXN100011,2025-02-23,Mobiles,Smartphones,Vivo Smartphones 267,Vivo,1,14223,0,14223.0,14223.0,18,2560.14,16783.14,96,In Stock,3.6,0,Returning,Main Market - Rohit Electronics,Cash
TXN100012,2025-02-23,Laptop Accessories,Cooling Pads,Dell Cooling Pads 485,Dell,2,47477,0,47477.0,94954.0,18,17091.72,112045.72,9,Low Stock,4.7,0,Returning,Main Market - Rohit Electronics,UPI
TXN100013,2025-02-23,Mobiles,Smartphones,Vivo Smartphones 430,Vivo,1,10307,15,8760.95,8760.95,18,1576.97,10337.92,37,In Stock,3.8,1,New,Main Market - Rohit Electronics,UPI
TXN100014,2025-02-23,Mobile Accessories,Screen Protectors,Boat Screen Protectors 342,Boat,8,919,5,873.05,6984.4,18,1257.19,8241.59,13,Low Stock,3.5,0,New,Main Market - Rohit Electronics,UPI
TXN100015,2025-02-23,Laptop Accessories,Keyboard,HP Keyboard 176,HP,1,51165,5,48606.75,48606.75,18,8749.22,57355.96,62,In Stock,4.7,0,New,Main Market - Rohit Electronics,Cash
TXN100016,2025-02-23,Laptops,Business,Lenovo Business 529,Lenovo,2,67520,5,64144.0,128288.0,18,23091.84,151379.84,94,In Stock,4.6,0,Returning,Main Market - Rohit Electronics,Cash
TXN100017,2025-02-23,Laptop Accessories,Keyboard,HP Keyboard 997,HP,2,97541,0,97541.0,195082.0,18,35114.76,230196.76,87,In Stock,5.0,0,Returning,Main Market - Rohit Electronics,Cash
TXN100018,2025-02-23,Laptop Accessories,Mouse,Zebronics Mouse 904,Zebronics,12,1805,5,1714.75,20577.0,18,3703.86,24280.86,81,In Stock,3.6,0,New,Main Market - Rohit Electronics,UPI
TXN100019,2025-02-23,Laptop Accessories,Mouse,Zebronics Mouse 981,Zebronics,8,1083,15,920.55,7364.4,18,1325.59,8689.99,66,In Stock,4.4,0,New,Main Market - Rohit Electronics,UPI
TXN100000,2025-02-24,Mobiles,Feature Phones,Jio Feature Phones 186,Jio,2,1369,0,1369.0,2738.0,12,328.56,3066.56,44,In Stock,3.3,0,Returning,Main Market - Rohit Electronics,Card
TXN100001,2025-02-24,Mobile Accessories,Chargers,Samsung Chargers 652,Samsung,8,26874,5,25530.3,204242.4,18,36763.63,241006.03,51,In Stock,3.9,0,New,Main Market - Rohit Electronics,Cash
TXN100002,2025-02-24,Laptops,Business,Lenovo Business 507,Lenovo,4,79477,5,75503.15,302012.6,18,54362.27,356374.87,5,Low Stock,3.9,0,Returning,Main Market - Rohit Electronics,Cash
TXN100003,2025-02-24,Laptop Accessories,Bags,Logitech Bags 262,Logitech,3,854,15,725.9,2177.7,18,391.99,2569.69,4,Low Stock,4.9,0,New,Main Market - Rohit Electronics,Card
TXN100004,2025-02-24,Laptop Accessories,Bags,Dell Bags 763,Dell,3,54538,15,46357.3,139071.9,18,25032.94,164104.84,43,In Stock,4.6,0,New,Main Market - Rohit Electronics,Card
TXN100005,2025-02-24,Mobiles,Feature Phones,Jio Feature Phones 562,Jio,5,2039,0,2039.0,10195.0,12,1223.4,11418.4,96,In Stock,4.8,0,Returning,Main Market - Rohit Electronics,Cash
TXN100006,2025-02-24,Mobile Accessories,Earphones,Realme Earphones 657,Realme,7,15333,0,15333.0,107331.0,18,19319.58,126650.58,25,Low Stock,3.8,1,New,Main Market - Rohit Electronics,Cash
TXN100007,2025-02-24,Laptop Accessories,Bags,Zebronics Bags 898,Zebronics,2,1857,0,1857.0,3714.0,18,668.52,4382.52,80,In Stock,4.2,0,Returning,Main Market - Rohit Electronics,UPI
TXN100008,2025-02-24,Laptops,Student,HP Student 546,HP,5,95172,10,85654.8,428274.0,18,77089.32,505363.32,19,Low Stock,4.6,0,New,Main Market - Rohit Electronics,UPI
TXN100009,2025-02-24,Mobiles,Feature Phones,Jio Feature Phones 508,Jio,2,2397,5,2277.15,4554.3,12,546.52,5100.82,30,Low Stock,3.4,0,New,Main Market - Rohit Electronics,Card
TXN100010,2025-02-24,Mobile Accessories,Cases,Mi Cases 845,Mi,10,1179,5,1120.05,11200.5,18,2016.09,13216.59,72,In Stock,2.6,0,New,Main Market - Rohit Electronics,UPI
TXN100011,2025-02-24,Laptops,Student,Lenovo Student 972,Lenovo,3,47584,0,47584.0,142752.0,18,25695.36,168447.36,67,In Stock,3.5,0,New,Main Market - Rohit Electronics,Cash
TXN100012,2025-02-24,Mobile Accessories,Screen Protectors,Realme Screen Protectors 753,Realme,4,18386,20,14708.8,58835.2,18,10590.34,69425.54,87,In Stock,3.8,0,Returning,Main Market - Rohit Electronics,UPI
TXN100013,2025-02-24,Laptops,Gaming,HP Gaming 686,HP,1,74588,0,74588.0,74588.0,18,13425.84,88013.84,33,In Stock,2.7,0,Returning,Main Market - Rohit Electronics,Cash
TXN100014,2025-02-24,Mobile Accessories,Cases,Realme Cases 451,Realme,7,10747,20,8597.6,60183.2,18,10832.98,71016.18,21,Low Stock,3.5,0,New,Main Market - Rohit Electronics,UPI
TXN100015,2025-02-24,Mobile Accessories,Chargers,Realme Chargers 981,Realme,9,9740,5,9253.0,83277.0,18,14989.86,98266.86,50,In Stock,3.4,0,Returning,Main Market - Rohit Electronics,Card
TXN100016,2025-02-24,Mobile Accessories,Cases,Samsung Cases 116,Samsung,10,41000,10,36900.0,369000.0,18,66420.0,435420.0,98,In Stock,4.2,0,New,Main Market - Rohit Electronics,Cash
TXN100017,2025-02-24,Laptops,Business,Lenovo Business 738,Lenovo,1,74264,15,63124.4,63124.4,18,11362.39,74486.79,73,In Stock,2.7,0,Returning,Main Market - Rohit Electronics,Card
TXN100018,2025-02-24,Laptop Accessories,Keyboard,Logitech Keyboard 303,Logitech,9,2066,5,1962.7,17664.3,18,3179.57,20843.87,34,In Stock,4.5,0,Returning,Main Market - Rohit Electronics,Cash
TXN100019,2025-02-24,Laptop Accessories,Bags,Logitech Bags 433,Logitech,5,2558,0,2558.0,12790.0,18,2302.2,15092.2,41,In Stock,3.0,0,New,Main Market - Rohit Electronics,UPI
TXN100020,2025-02-24,Laptops,Business,HP Business 845,HP,5,42763,0,42763.0,213815.0,18,38486.7,252301.7,54,In Stock,3.6,0,New,Main Market - Rohit Electronics,Card
TXN100021,2025-02-24,Mobile Accessories,Earphones,Boat Earphones 390,Boat,13,678,0,678.0,8814.0,18,1586.52,10400.52,45,In Stock,2.9,0,New,Main Market - Rohit Electronics,Card
TXN100022,2025-02-24,Laptop Accessories,Mouse,HP Mouse 875,HP,8,30881,0,30881.0,247048.0,18,44468.64,291516.64,16,Low Stock,3.1,0,Returning,Main Market - Rohit Electronics,UPI
TXN100023,2025-02-24,Laptops,Gaming,MSI Gaming 670,MSI,4,134536,0,134536.0,538144.0,18,96865.92,635009.92,41,In Stock,4.7,0,Returning,Main Market - Rohit Electronics,UPI
TXN100024,2025-02-24,Laptop Accessories,Bags,Dell Bags 983,Dell,3,44058,0,44058.0,132174.0,18,23791.32,155965.32,43,In Stock,3.8,1,Returning,Main Market - Rohit Electronics,Card
TXN100025,2025-02-24,Mobile Accessories,Cases,Samsung Cases 915,Samsung,14,40796,10,36716.4,514029.6,18,92525.33,606554.93,78,In Stock,3.2,0,Returning,Main Market - Rohit Electronics,Card
TXN100026,2025-02-24,Mobiles,Smartphones,Nothing Smartphones 538,Nothing,3,25832,0,25832.0,77496.0,18,13949.28,91445.28,0,Out of Stock,4.7,0,Returning,Main Market - Rohit Electronics,UPI
TXN100027,2025-02-24,Laptops,Student,HP Student 999,HP,2,39535,20,31628.0,63256.0,18,11386.08,74642.08,16,Low Stock,4.1,0,New,Main Market - Rohit Electronics,UPI
TXN100028,2025-02-24,Mobile Accessories,Chargers,Realme Chargers 105,Realme,6,13569,0,13569.0,81414.0,18,14654.52,96068.52,66,In Stock,3.0,0,New,Main Market - Rohit Electronics,Card
TXN100029,2025-02-24,Mobiles,Feature Phones,Jio Feature Phones 391,Jio,5,2074,5,1970.3,9851.5,12,1182.18,11033.68,49,In Stock,4.0,1,Returning,Main Market - Rohit Electronics,Cash
TXN100030,2025-02-24,Laptop Accessories,Keyboard,Zebronics Keyboard 559,Zebronics,15,1905,10,1714.5,25717.5,18,4629.15,30346.65,92,In Stock,4.9,0,New,Main Market - Rohit Electronics,Card
TXN100031,2025-02-24,Mobiles,Smartphones,Xiaomi Smartphones 966,Xiaomi,5,19529,0,19529.0,97645.0,18,17576.1,115221.1,47,In Stock,3.2,1,New,Main Market - Rohit Electronics,Card
TXN100032,2025-02-24,Laptops,Gaming,HP Gaming 656,HP,1,47527,0,47527.0,47527.0,18,8554.86,56081.86,8,Low Stock,2.8,0,New,Main Market - Rohit Electronics,Card
TXN100033,2025-02-24,Mobile Accessories,Chargers,Boat Chargers 486,Boat,12,516,15,438.6,5263.2,18,947.38,6210.58,66,In Stock,3.1,0,New,Main Market - Rohit Electronics,Cash
TXN100034,2025-02-24,Laptop Accessories,Bags,Logitech Bags 645,Logitech,3,2631,0,2631.0,7893.0,18,1420.74,9313.74,90,In Stock,2.7,0,New,Main Market - Rohit Electronics,UPI
TXN100035,2025-02-24,Laptop Accessories,Cooling Pads,Dell Cooling Pads 366,Dell,12,58801,5,55860.95,670331.4,18,120659.65,790991.05,34,In Stock,3.7,0,New,Main Market - Rohit Electronics,UPI
TXN100036,2025-02-24,Laptops,Student,Acer Student 623,Acer,4,50061,15,42551.85,170207.4,18,30637.33,200844.73,70,In Stock,3.1,0,New,Main Market - Rohit Electronics,Card
TXN100037,2025-02-24,Laptops,Student,Lenovo Student 223,Lenovo,4,41504,0,41504.0,166016.0,18,29882.88,195898.88,87,In Stock,3.0,0,New,Main Market - Rohit Electronics,Card
TXN100038,2025-02-24,Laptops,Gaming,MSI Gaming 286,MSI,2,100341,5,95323.95,190647.9,18,34316.62,224964.52,72,In Stock,4.8,0,Returning,Main Market - Rohit Electronics,Cash
TXN100039,2025-02-24,Mobiles,Feature Phones,Jio Feature Phones 773,Jio,5,1154,5,1096.3,5481.5,12,657.78,6139.28,30,Low Stock,3.9,0,New,Main Market - Rohit Electronics,UPI
TXN100040,2025-02-24,Mobile Accessories,Earphones,Realme Earphones 427,Realme,9,13047,0,13047.0,117423.0,18,21136.14,138559.14,15,Low Stock,3.7,0,Returning,Main Market - Rohit Electronics,Cash
TXN100041,2025-02-24,Laptops,Business,HP Business 353,HP,1,73597,0,73597.0,73597.0,18,13247.46,86844.46,32,In Stock,3.9,1,Returning,Main Market - Rohit Electronics,Card
TXN100042,2025-02-24,Mobiles,Smartphones,Realme Smartphones 718,Realme,5,15189,0,15189.0,75945.0,18,13670.1,89615.1,73,In Stock,2.9,0,New,Main Market - Rohit Electronics,UPI
TXN100043,2025-02-24,Laptops,Student,HP Student 579,HP,5,95234,10,85710.6,428553.0,18,77139.54,505692.54,27,Low Stock,3.7,0,Returning,Main Market - Rohit Electronics,Cash
TXN100000,2025-02-25,Laptops,Gaming,ASUS Gaming 128,ASUS,1,87657,10,78891.3,78891.3,18,14200.43,93091.73,50,In Stock,4.3,0,New,Main Market - Rohit Electronics,Card
TXN100001,2025-02-25,Laptops,Gaming,ASUS Gaming 145,ASUS,3,142641,0,142641.0,427923.0,18,77026.14,504949.14,87,In Stock,4.7,0,Returning,Main Market - Rohit Electronics,UPI
TXN100002,2025-02-25,Laptops,Student,HP Student 839,HP,3,97414,0,97414.0,292242.0,18,52603.56,344845.56,30,Low Stock,4.1,0,New,Main Market - Rohit Electronics,Cash
TXN100003,2025-02-25,Laptops,Gaming,MSI Gaming 409,MSI,2,130836,5,124294.2,248588.4,18,44745.91,293334.31,73,In Stock,4.6,0,New,Main Market - Rohit Electronics,UPI
TXN100004,2025-02-25,Mobiles,Feature Phones,Jio Feature Phones 315,Jio,5,2840,15,2414.0,12070.0,12,1448.4,13518.4,11,Low Stock,2.6,0,New,Main Market - Rohit Electronics,Card
TXN100005,2025-02-25,Mobile Accessories,Chargers,Boat Chargers 410,Boat,4,1478,0,1478.0,5912.0,18,1064.16,6976.16,94,In Stock,3.8,0,New,Main Market - Rohit Electronics,Cash
TXN100006,2025-02-25,Laptop Accessories,Cooling Pads,Logitech Cooling Pads 315,Logitech,11,2747,0,2747.0,30217.0,18,5439.06,35656.06,14,Low Stock,2.9,0,New,Main Market - Rohit Electronics,Card
TXN100007,2025-02-25,Laptops,Gaming,ASUS Gaming 261,ASUS,1,130338,0,130338.0,130338.0,18,23460.84,153798.84,96,In Stock,4.2,0,New,Main Market - Rohit Electronics,Cash
TXN100008,2025-02-25,Mobiles,Feature Phones,Jio Feature Phones 207,Jio,2,2870,0,2870.0,5740.0,12,688.8,6428.8,15,Low Stock,4.0,0,New,Main Market - Rohit Electronics,Card
TXN100009,2025-02-25,Mobile Accessories,Cases,Realme Cases 302,Realme,15,18206,10,16385.4,245781.0,18,44240.58,290021.58,27,Low Stock,2.6,0,Returning,Main Market - Rohit Electronics,UPI
TXN100010,2025-02-25,Mobile Accessories,Earphones,Boat Earphones 776,Boat,3,1432,5,1360.4,4081.2,18,734.62,4815.82,85,In Stock,4.5,0,New,Main Market - Rohit Electronics,Cash
TXN100011,2025-02-25,Mobile Accessories,Earphones,Boat Earphones 192,Boat,5,546,10,491.4,2457.0,18,442.26,2899.26,87,In Stock,3.5,0,Returning,Main Market - Rohit Electronics,Cash
TXN100012,2025-02-25,Mobile Accessories,Earphones,Realme Earphones 710,Realme,5,14153,0,14153.0,70765.0,18,12737.7,83502.7,75,In Stock,3.0,0,Returning,Main Market - Rohit Electronics,Card
TXN100013,2025-02-25,Laptop Accessories,Mouse,Logitech Mouse 924,Logitech,15,1579,10,1421.1,21316.5,18,3836.97,25153.47,72,In Stock,4.0,0,Returning,Main Market - Rohit Electronics,Cash
TXN100014,2025-02-25,Mobiles,Smartphones,Realme Smartphones 221,Realme,2,12513,0,12513.0,25026.0,18,4504.68,29530.68,45,In Stock,3.9,0,Returning,Main Market - Rohit Electronics,UPI
TXN100015,2025-02-25,Laptops,Gaming,ASUS Gaming 365,ASUS,1,90469,0,90469.0,90469.0,18,16284.42,106753.42,61,In Stock,4.8,0,Returning,Main Market - Rohit Electronics,Card
TXN100016,2025-02-25,Laptops,Business,Dell Business 670,Dell,4,53214,0,53214.0,212856.0,18,38314.08,251170.08,76,In Stock,4.0,0,New,Main Market - Rohit Electronics,UPI
TXN100017,2025-02-25,Laptop Accessories,Mouse,Zebronics Mouse 333,Zebronics,3,859,15,730.15,2190.45,18,394.28,2584.73,67,In Stock,4.1,1,Returning,Main Market - Rohit Electronics,UPI
TXN100018,2025-02-25,Mobile Accessories,Earphones,Boat Earphones 327,Boat,12,1954,15,1660.9,19930.8,18,3587.54,23518.34,4,Low Stock,3.1,0,Returning,Main Market - Rohit Electronics,UPI
TXN100019,2025-02-25,Laptop Accessories,Cooling Pads,Dell Cooling Pads 533,Dell,15,86566,0,86566.0,1298490.0,18,233728.2,1532218.2,8,Low Stock,3.4,0,Returning,Main Market - Rohit Electronics,UPI
TXN100020,2025-02-25,Mobile Accessories,Cases,Realme Cases 352,Realme,5,15857,10,14271.3,71356.5,18,12844.17,84200.67,17,Low Stock,4.6,0,Returning,Main Market - Rohit Electronics,Cash
TXN100021,2025-02-25,Mobiles,Smartphones,Vivo Smartphones 160,Vivo,1,16424,0,16424.0,16424.0,18,2956.32,19380.32,26,Low Stock,2.6,1,Returning,Main Market - Rohit Electronics,Card
TXN100022,2025-02-25,Laptops,Gaming,MSI Gaming 508,MSI,3,91793,0,91793.0,275379.0,18,49568.22,324947.22,54,In Stock,3.8,0,New,Main Market - Rohit Electronics,Card
TXN100023,2025-02-25,Mobile Accessories,Cases,Boat Cases 251,Boat,10,562,15,477.7,4777.0,18,859.86,5636.86,13,Low Stock,4.9,0,Returning,Main Market - Rohit Electronics,Cash
TXN100024,2025-02-25,Laptops,Student,Acer Student 518,Acer,4,31662,0,31662.0,126648.0,18,22796.64,149444.64,59,In Stock,4.3,0,New,Main Market - Rohit Electronics,UPI
TXN100025,2025-02-25,Mobile Accessories,Screen Protectors,Mi Screen Protectors 407,Mi,4,1320,0,1320.0,5280.0,18,950.4,6230.4,90,In Stock,3.0,0,Returning,Main Market - Rohit Electronics,Cash
TXN100026,2025-02-25,Mobile Accessories,Screen Protectors,Mi Screen Protectors 536,Mi,12,1379,5,1310.05,15720.6,18,2829.71,18550.31,63,In Stock,2.6,0,New,Main Market - Rohit Electronics,UPI
TXN100027,2025-02-25,Laptops,Student,Acer Student 721,Acer,4,35261,10,31734.9,126939.6,18,22849.13,149788.73,56,In Stock,4.8,0,Returning,Main Market - Rohit Electronics,UPI
TXN100028,2025-02-25,Laptops,Gaming,MSI Gaming 699,MSI,1,148762,0,148762.0,148762.0,18,26777.16,175539.16,17,Low Stock,4.2,0,New,Main Market - Rohit Electronics,Cash
TXN100029,2025-02-25,Mobile Accessories,Cases,Mi Cases 535,Mi,2,1136,20,908.8,1817.6,18,327.17,2144.77,80,In Stock,4.0,0,New,Main Market - Rohit Electronics,Cash
TXN100030,2025-02-25,Laptop Accessories,Cooling Pads,Zebronics Cooling Pads 227,Zebronics,15,1116,0,1116.0,16740.0,18,3013.2,19753.2,95,In Stock,4.1,0,New,Main Market - Rohit Electronics,Card
TXN100031,2025-02-25,Mobile Accessories,Chargers,Samsung Chargers 355,Samsung,11,66381,0,66381.0,730191.0,18,131434.38,861625.38,100,In Stock,2.9,0,New,Main Market - Rohit Electronics,Card
TXN100032,2025-02-25,Mobile Accessories,Cases,Mi Cases 902,Mi,10,1583,20,1266.4,12664.0,18,2279.52,14943.52,81,In Stock,3.1,0,Returning,Main Market - Rohit Electronics,Card
TXN100033,2025-02-25,Laptop Accessories,Mouse,Zebronics Mouse 491,Zebronics,10,1739,10,1565.1,15651.0,18,2817.18,18468.18,13,Low Stock,3.5,0,New,Main Market - Rohit Electronics,Cash
